nom	id	theme	v25	v2026
<btlePériphérique>.EtatConnexion	1000022202	BTLE (syntaxe objet)	1	0
<btlePéripherique>.Initialise	1410087649	BTLE (syntaxe préfixée)	0	1
<Buffer>.AnsiVersUnicode	1000026033	gestion des chaînes de caractères (syntaxe préfixée)	0	1
<Buffer>.UTF8Valide	1410090487	gestion des chaînes de caractères (syntaxe préfixée)	0	1
<Calendrier>.Position	1000017361	Calendrier (syntaxe préfixée)	1	1
<Calendrier>.Select	1000017385	Calendrier (syntaxe préfixée)	1	1
<Calendrier>.SelectMoins	1000017363	Calendrier (syntaxe préfixée)	1	1
<Calendrier>.SelectOccurrence	1000017362	Calendrier (syntaxe préfixée)	1	1
<Calendrier>.SelectPlus	1000017343	Calendrier (syntaxe préfixée)	1	1
<Caméra>.Affiche	1000022380	Caméra/Vidéo (syntaxe préfixée)	1	1
<Caméra>.Arrête	1000022381	Caméra/Vidéo (syntaxe préfixée)	1	1
<Caméra>.ArrêteDécodage	1000022474	Caméra/Vidéo (syntaxe préfixée)	1	1
<Caméra>.Capture	1000022382	Caméra/Vidéo (syntaxe préfixée)	1	1
<Caméra>.ChangeDriver	1000022378	Caméra/Vidéo (syntaxe préfixée)	1	1
<Caméra>.Configure	1000022379	Caméra/Vidéo (syntaxe préfixée)	1	1
<Caméra>.DémarreDécodage	1000022475	Caméra/Vidéo (syntaxe préfixée)	1	1
<Caméra>.Etat	1000022476	Caméra/Vidéo (syntaxe préfixée)	1	1
<Caméra>.Photo	1410087895		0	1
<Caméra>.VidéoArrête	1410088061		0	1
<Caméra>.VidéoDémarre	1410088106		0	1
<Captcha>.Affiche	1000019493	Captcha (syntaxe préfixée)	1	1
<Captcha>.Vérifie	1000019567	Captcha (syntaxe préfixée)	1	1
<Carte>.AffichePopup	1000025799	gestion du champ Carte (syntaxe préfixée)	0	1
<Carte>.AffichePosition	1000022394	gestion du champ Carte (syntaxe préfixée)	1	1
